"_id","entity","user_id","date","request","action","operation","taskName","object_id","set_id","givDuration","givFreeTime","__v"
"56fba4cf6e5aaa9f40000009","user","ertest","Wed Mar 30 2016 13:05:03 GMT+0000 (UTC)","/tasks/56bbbc0571cd185b5d000040","updateTask","updated","לזרוק זבל","6","A","00:30","01:00","0"
"56fba4cf6e5aaa9f4000000a","user","ertest","Wed Mar 30 2016 13:05:03 GMT+0000 (UTC)","/tasks/56bbbbff71cd185b5d00003f","updateTask","updated","להכין תיק","5","A","01:00","01:00","0"
"56fbd3ef6e5aaa9f40000049","user","ertest","Wed Mar 30 2016 16:26:07 GMT+0000 (UTC)","/tasks/56bbbbd371cd185b5d00003b","updateTask","updated","לשתות קפה","1","A","04:00","01:00","0"
"56fbd3ef6e5aaa9f4000004a","user","ertest","Wed Mar 30 2016 16:26:07 GMT+0000 (UTC)","/tasks/56bbbbd971cd185b5d00003c","updateTask","updated","לצחצח שיניים","2","A","01:00","01:00","0"
"56fbd3ef6e5aaa9f4000004b","user","ertest","Wed Mar 30 2016 16:26:07 GMT+0000 (UTC)","/tasks/56bbbbed71cd185b5d00003d","updateTask","updated","לאכול","3","A","03:00","01:00","0"
"56fbd3f06e5aaa9f4000004c","user","ertest","Wed Mar 30 2016 16:26:08 GMT+0000 (UTC)","/tasks/56bbbbf671cd185b5d00003e","updateTask","updated","להתלבש","4","A","04:00","01:00","0"
"56fbd3f06e5aaa9f4000004d","user","ertest","Wed Mar 30 2016 16:26:08 GMT+0000 (UTC)","/tasks/56bbbbff71cd185b5d00003f","updateTask","updated","להכין תיק","5","A","01:00","01:00","0"
"56fbd3f06e5aaa9f4000004e","user","ertest","Wed Mar 30 2016 16:26:08 GMT+0000 (UTC)","/tasks/56bbbc0571cd185b5d000040","updateTask","updated","לזרוק זבל","6","A","00:30","01:00","0"
"56fec64e6e5aaa9f400000ac","user","ertest","Fri Apr 01 2016 22:04:46 GMT+0000 (UTC)","/tasks/56bbbbd371cd185b5d00003b","updateTask","updated","לשתות קפה","1","A","04:00","01:00","0"
"56fec64e6e5aaa9f400000ad","user","ertest","Fri Apr 01 2016 22:04:46 GMT+0000 (UTC)","/tasks/56bbbbd971cd185b5d00003c","updateTask","updated","לצחצח שיניים","2","A","01:00","01:00","0"
"56fec64f6e5aaa9f400000ae","user","ertest","Fri Apr 01 2016 22:04:47 GMT+0000 (UTC)","/tasks/56bbbbed71cd185b5d00003d","updateTask","updated","לאכול","3","A","03:00","01:00","0"
"56fec6506e5aaa9f400000af","user","ertest","Fri Apr 01 2016 22:04:48 GMT+0000 (UTC)","/tasks/56bbbbf671cd185b5d00003e","updateTask","updated","להתלבש","4","A","04:00","01:00","0"
"56fec6506e5aaa9f400000b0","user","ertest","Fri Apr 01 2016 22:04:48 GMT+0000 (UTC)","/tasks/56bbbbff71cd185b5d00003f","updateTask","updated","להכין תיק","5","A","01:00","01:00","0"
"56fec6506e5aaa9f400000b1","user","ertest","Fri Apr 01 2016 22:04:48 GMT+0000 (UTC)","/tasks/56bbbc0571cd185b5d000040","updateTask","updated","לזרוק זבל","6","A","00:30","01:00","0"
"56ff7f6d6e5aaa9f400000f5","user","ertest","Sat Apr 02 2016 11:14:37 GMT+0000 (UTC)","/tasks/56bbbbd371cd185b5d00003b","updateTask","updated","לשתות קפה","1","A","04:00","01:00","0"
"56ff7f6d6e5aaa9f400000f6","user","ertest","Sat Apr 02 2016 11:14:37 GMT+0000 (UTC)","/tasks/56bbbbd971cd185b5d00003c","updateTask","updated","לצחצח שיניים","2","A","01:00","01:00","0"
"56ff7f6d6e5aaa9f400000f7","user","ertest","Sat Apr 02 2016 11:14:37 GMT+0000 (UTC)","/tasks/56bbbbed71cd185b5d00003d","updateTask","updated","לאכול","3","A","03:00","01:00","0"
"56ff7f6e6e5aaa9f400000f8","user","ertest","Sat Apr 02 2016 11:14:38 GMT+0000 (UTC)","/tasks/56bbbbf671cd185b5d00003e","updateTask","updated","להתלבש","4","A","04:00","01:00","0"
"56ff7f6e6e5aaa9f400000f9","user","ertest","Sat Apr 02 2016 11:14:38 GMT+0000 (UTC)","/tasks/56bbbbff71cd185b5d00003f","updateTask","updated","להכין תיק","5","A","01:00","01:00","0"
"56ff7f6e6e5aaa9f400000fa","user","ertest","Sat Apr 02 2016 11:14:38 GMT+0000 (UTC)","/tasks/56bbbc0571cd185b5d000040","updateTask","updated","לזרוק זבל","6","A","00:30","01:00","0"
